id,statement,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation,tags,images,exam_year,exam_board,exam_institution,exam_region,areas_conhecimento,assuntos,decs_terms,created_at,updated_at
25641,"Paciente de 46 anos com diagnóstico de pancreatite grave (com necrose infectada), foi submetida a tratamento cirúrgico (Laparotomia com Necrosectomia) e transferida imediatamente para UTI para seguimento de pós-operatório, nas seguintes condições sob ventilação mecânica: P:115bpm, PA: 85/60mmhg, T:35oC MV:NDN / Perda sanguínea estimada na cirurgia de 3500ml, tendo sido reposto - 4.000ml sol. cristalóide, 2 unidades de concentrado de hemácias. Em uso de Imipenem e Fluconazol / RX de tórax: atelectasia bibasilar / ECG: taquicardia sinusal / Hemograma: Leucocitose de 24.000/mm3 / Hemoglobina 12g/dl, Hematócrito 40%. Extremidades frias e mal perfundidas. Interprete-os e assinale a alternativa correta, dentre as opções que melhor defina as etapas de tratamento desse paciente:","O quadro clínico descrito deixa muito claro a condição de Sepse do paciente, contudo, com as medidas já instituídas, a probabilidade de estabilização clínica nas próximas 24h é superior a 50%.","Um fator preocupante nessa paciente é a natureza sangrenta do procedimento a que foi submetida, o que gera suspeita clínica de controle inadequado das fontes de sangramento intra-abdominal.","As respostas clínicas da paciente, incluindo as mentais, o débito urinário e a circulação periférica, devem ser avaliadas de forma minuciosa principalmente após 48h das medidas iniciais instaladas.","A doença de base e o choque hipovolêmico, por si só, já justificam as alterações evidenciadas nesta fase descrita do caso.",,B,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Tue Apr 28 2026 01:29:10 GMT+0000 (Coordinated Universal Time)
25640,"A pancreatite aguda (PA) é uma condição inflamatória do pâncreas, levando à autodigestão glandular, com resposta inflamatória sistêmica (SIRS) e disfunção orgânica em graus variáveis. As principais causas de PA são a coledocolitíase e o álcool (80%), outras causas de PA incluem medicamentos, neoplasias do pâncreas, hipertrigliceridemia, pós-colangiopancreatografia retrógrada endoscópica (CPRE), trauma, entre outras. Identifique, nas alternativas abaixo, a correta sobre o tema em questão:","A tomografia computadorizada (TC) de abdome com contraste é o exame de imagem de escolha para avaliação do pâncreas, mas tem indicações bem claras do melhor momento de realizá-la na PA.","A amilase sérica apresenta sensibilidade de 85 a 100% para o diagnóstico de PA e especificidade superior a lipase sérica, além de apresentar meia-vida mais longa, o que permite o diagnóstico tardio, após o 5° dia do início da dor abdominal.","A hidratação venosa vigorosa é mais importante nas primeiras 12 a 24 horas após o início dos sintomas nas apresentações leve e moderada de PA, sendo de pouco valor para alterar o curso da pancreatite grave após esse período.","A alimentação parenteral precoce, apresenta várias vantagens: não exacerba a inflamação pancreática, mantém a integridade da barreira mucosa intestinal, diminui a translocação bacteriana, reduz o risco de necrose pancreática infectada e de outras complicações infecciosas.",,A,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 03:59:13 GMT+0000 (Coordinated Universal Time)
25639,"Paciente do sexo feminino 18 anos, com história de dor abdominal em região de QID (quadrante inferior direito) iniciada há 24h, contínua e que piora aos movimentos, sem queixas urinárias ou ginecológicas no momento, apresentando 1 episódio de febre baixa nesse período. Exame abdominal, com dor local à palpação, reação leve à descompressão brusca em FID (Fossa ilíaca Direita). Realizou exames laboratoriais, evidenciando PCR e aumentado (11mg/l), assim como leucocitose de 12.500/mm3 com 84% de segmentados. Analisando os escores que avaliam risco de apendicite aguda, pode-se considerar correta a alternativa:","De acordo com o New Score, a pontuação atingida com os dados que temos do caso é de 11, portanto alta probabilidade.","Na escala de Alvarado, a pontuação seria entre 7 e 8 pontos, média probabilidade portanto.","Analisando o risco pelo AIRS (Appendicitis Inflammatory Response Score), a pontuação seria de 6 pontos, baixa probabilidade.","As pontuações quando atingem entre 6 e 8, equivalem-se em qualquer escore ou escala utilizada, caracterizando risco elevado sempre (alta probabilidade).",,A,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Tue Apr 28 2026 01:29:26 GMT+0000 (Coordinated Universal Time)
25638,"Complicações comuns das feridas operatórias elevam a morbidade e mortalidade em pacientes cirúrgicos, podendo causar sequelas crônicas, impactos econômicos e sociais. Uma das alternativas abaixo contem a alternativa verdadeira em relação à temática em questão:","As deiscências, na maioria das vezes, são precipitadas por tosse, movimentação ou esforço físico. Podem ser parciais ou totais, com ou sem eviscerações.","Apesar de clínica sugestiva de infecção do sítio cirúrgico (ISC), a coleta de material com cultura negativa excluirá a infecção, reforçando a importância desta prática.","Cicatrizes hipertróficas, também conhecidas como queloide, costumam ser assintomáticas e decorrem de resposta cicatricial exacerbada, sendo a ressecção cirúrgica a opção mais adequada de tratamento.","Infecções cirúrgicas profundas (cavidades) com ou sem deiscência associada constituem sempre complicações sérias, que demandam rápida e efetiva análise por métodos de imagem; e que, quase sempre, indicam uso profilático de antibióticos.",,A,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 14:18:04 GMT+0000 (Coordinated Universal Time)
25637,"Em relação ao uso de antibiótico profiláticos, seguindo as recomendações de boas práticas em cirurgias, podemos considerar:","Todas as cirurgias limpas, limpas- contaminadas e contaminadas, indicam o uso da profilaxia.","A profilaxia deve ser executada em quase todas as circunstâncias, ao redor de 30 a 60 minutos antes da incisão na pele, porém não mais que 120 minutos antes, para garantir que concentrações teciduais sejam atingidas no momento da incisão.","A via de administração recomendada é a intravenosa ou intramuscular, porque produz concentrações séricas e teciduais rápidas, confiáveis e previsíveis.","Não há benefícios relatados de doses adicionais de antibióticos profiláticos, mesmo em condições específicas.",,B,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 14:28:25 GMT+0000 (Coordinated Universal Time)
25636,"Natural o surgimento de novas e modernas técnicas para o tratamento das hérnias da parede abdominal, contudo o conhecimento anatômico se mantém obrigatório. Especificamente em relação à topografia inguino-crural, identifique a alternativa mais adequada em suas afirmações:",O cordão inguinal projeta-se pelo anel inguinal externo até a bolsa escrotal no sexo masculino.,"São nervos sensitivos na região: o ílio-inguinal, que é ramo do nervo ílio-hipogástrico.",O ligamento inguinal é formado pelas aponeuroses dos oblíquos externo e interno respectivamente.,"Os ramos femoral e genital do nervo gênito-femural formam o plexo pampiriforme, estrutura de referência na correção dos defeitos na parede posterior do assoalho inguinal.",,A,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 14:43:08 GMT+0000 (Coordinated Universal Time)
25635,"É inquestionável a importância da identificação precoce da desnutrição, planejamento e prescrição do suporte nutricional em pacientes cirúrgicos, independente da fase em que se encontrem (pré ou pós-operatório). Portanto em relação ao tema, avalie as alternativas a seguir e marque a opção com a afirmativa correta:","As vias de administração do suporte nutricional se restringem à enteral e parenteral, através do uso de sondas específicas e cateteres centrais respectivamente.",A avaliação subjetiva global (ASG) é o método mais adequado e preciso para calcular e planejar a terapêutica de suporte nutricional,"O suporte nutricional enteral via sondas deve ser evitado em pacientes críticos, tendo prioridade, nesses casos, a reposição por via parenteral","O acesso venoso periférico pode ser utilizado para infusão nutricional, levando em consideração algumas restrições, como período mais curto não superior a 14 dias e menor osmolaridade, como exemplos.",,D,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 15:04:37 GMT+0000 (Coordinated Universal Time)
25634,"Paciente submetido à passagem de acesso venoso central (Cateter Duplo-lúmen- CDL), para reposição volêmica pós choque hemorrágico. Apesar da indicação adequada para o procedimento, houve evolução em poucos minutos para desconforto respiratório progressivo, resultando em drenagem pleural fechada sob selo d`água . Analisando a descrição do fato relatado, podemos considerar CORRETA a alternativa:",Não faz sentido a correlação entre o procedimento e a manifestação clínica respiratória.,"Em uma das etapas durante a passagem do CDL, por envolver o dilatador, o acidente de punção com lesão pleural é comum, principalmente se o sítio for a veia jugular interna.","A drenagem pleural fechada citada, só poderia ser cogitada como medida resolutiva para complicações pós punção especificamente na vigência do pneumotórax hipertensivo.","Técnica apurada, punção guiada por imagem, assim como RX de tórax de controle, são as medidas mais efetivas tanto na prevenção de iatrogenias, quanto na identificação precoce delas.",,D,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 15:08:08 GMT+0000 (Coordinated Universal Time)
25633,"Você faz parte do time de resposta rápida de um hospital e foi acionado para atender uma paciente que estava em tratamento por uma erisipela há 5 dias e começou a queixar de dispneia. Sinais vitais no momento do atendimento: Glasgow 15, PA:160x90mmHg, FC:105bpm, Sat:92% em AA, FR: 28irpm Tax: 38.2oC. Ausculta cardiopulmonar sem alterações. A conduta mais adequada para esse paciente é:",Para confirmar sepse serão necessários exames complementares.,Iniciar novo antibiótico em até 3 horas devido sepse provável.,Tratar como sepse grave: fazer hidratação volumosa e trocar antibiótico.,Solicitar nova culturas e novo hemograma para guiar troca do antibiótico.,,A,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 15:08:52 GMT+0000 (Coordinated Universal Time)
25632,"Idosa, 75 anos, procura atendimento em decorrência de dispneia e tosse. Foi internada para tratar pneumonia, contudo, durante a internação, passou a evoluir com vertigem postural. Ao exame físico apresentava PA:100x70mmHg e FC:54bpm, o ECG da paciente encontra-se a seguir: A melhor conduta para o quadro da paciente é:",Instalar marcapasso.,Aplicar atropina 1mg.,"Hidratar com SF0,9%.",Iniciar amiodarona 300mg,,A,,,"[""https://pdres.s3.amazonaws.com/imgs/b7f2020f064e624555245b3498f0a601.png""]",2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 15:14:02 GMT+0000 (Coordinated Universal Time)
25631,"João, masculino, 62 anos, foi trazido pelo irmão, pois estava confuso e sonolento desde a véspera. Paciente é hipertenso e diabético em uso irregular das medicações. Irmão relata que o paciente esteve na emergência algumas vezes nos últimos 2 meses em decorrência de dor lombar e hematúria. Nos exames laboratoriais prévios, João já apresentava creatinina sérica de 1,4 mg/dl com respectivo clearence de creatinina de 56,1 ml/min/1.73 m2 . Ao exame físico estava em anasarca, ausculta pulmonar com estertores finos bibasais, abdome globoso, flácido, sem sinais de ascite. PA:160x110. Com relação ao caso, é correto afirmar que:",Deve-se prescrever hidratação para estimular a diurese.,Deve-se acionar o serviço de nefrologia para indicar hemodiálise.,Trata-se de quadro de doença renal crônica em estágio G3b.,Deve-se pedir ECG e iniciar gluconato para tratar a desorientação.,,B,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Wed Apr 29 2026 00:14:46 GMT+0000 (Coordinated Universal Time)
25630,"Paciente de 35 anos vem à consulta com febre e tosse. Relata quadro de rinorreia e odinofagia há 5 dias. Vinha com febre baixa, mas, desde o dia anterior, houve piora da febre e da tosse. Na ausculta pulmonar, há crepitantes finos em 1/3 médio direito. FC:90bpm, FR:22irpm, Tax:38,9oC, PA:110x70mmHg. A conduta mais adequada para o caso é:",Iniciar amoxacilina+clavulanato e solicitar RX de tórax.,Internar e iniciar Ceftriaxona + claritromicina.,Internar e iniciar Levofloxacina.,Iniciar Moxifloxacino e orientar retorno em caso de piora.,,A,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 23:26:18 GMT+0000 (Coordinated Universal Time)
25629,"Gumercindo, 64 anos, comparece à unidade de saúde com lesão característica de mal perfurante plantar, com drenagem de secreção purulenta há 5 dias. Nega dor ou febre, mas refere piora do aspecto da ferida, e piora do rubor no pé acometido. Estava fazendo macerado de ampicilina e colocando sobre a ferida. Relata uso de Losartana 50mg 12/12hs. Nega DM2. Relata que fuma porronca desde a adolescência. Ao exame físico, nota-se pé edemaciado, com calor e rubor, presença de úlcera plantar em 1o metatarsiano, drenando secreção esverdeada e parte da borda com área enegrecida. Pulso pedioso não palpável no pé acometido. A melhor conduta para Gumercindo é:","Prescrever Cefalexina via oral e solicitar HbA1c, e ficar realizando curativo na unidade e encaminhar para Cirurgião Vascular.","Internar, iniciar Ciprofloxacino, solicitar doppler arterial da perna acometida e monitorar glicemia.","Internar, iniciar ceftriaxona, realizar triagem para DM2, se negativa, pensar em Hanseníase.","Internar, iniciar piperacilina/tazobactam, solicitar doppler arterial da perna acometida e imagem para osteomielite.",,D,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 15:10:23 GMT+0000 (Coordinated Universal Time)
25628,"Cecilia, 38 anos, ao iniciar a consulta com seu médico de família cai no choro, relata que vem tendo problemas com o marido e que tiveram uma discussão momentos antes, ao sair de casa. Encontra-se com obesidade I, PA média durante a consulta foi de 185x100mmHg. Em consultas anteriores, tinha medidas de 135x90mmHg e 140x95mmHg, respectivamente. Sobre o manejo da pressão de Cecília, deve-se:",Oferecer algum calmante e encaminhar à psicóloga.,"Acolher a paciente, após acalmá-la orientar sobre iniciar anti-hipertensivo.",Encaminhá-la para a UPA pois encontra-se em uma emergência hipertensiva.,"Agendar uma outra consulta, quando ela estiver mais calma, para realizar nova medida da PA.",,B,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 15:14:35 GMT+0000 (Coordinated Universal Time)
25627,"Jurandir, 54 anos, vem à consulta após ter sofrido um infarto há 2 meses. Ficou hospitalizado uma semana e recebeu alta. Trouxe o ecocardiograma que realizou antes da alta hospitalar. Relata estar usando apenas o AAS e o clopidogrel após o almoço. Os outros remédios, suspendeu após um mês e perdeu o receituário. Referia dispneia aos grandes esforços, negava dor torácica ou dispneia paroxística noturna. Ao exame físico, estava normocorado e eupneico. Ausculta cardiopulmonar sem alterações e sem edema de MMII. PA:142x85mmHg nos 2 braços, FC:88bpm, FR:14irpm, Sat:98% em AA. Ecocardiograma: hipocinesia segmentar de ventrículo esquerdo. FE:52%. Qual a conduta mais adequada para Jurandir?",Manter o AAS até finalização dos exames.,"Associar Rosuvastatina, Carvedilol e enalapril.",Associar Rosuvastatina e avaliar a pressão em nova consulta.,"Caso tenha colocado Stent, associar sinvastina ao AAS e clopidogrel.",,B,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 15:15:28 GMT+0000 (Coordinated Universal Time)
25626,"Irinete, 58 anos, vem à consulta na unidade de saúde devido a  dor nas juntas . Relata que sente dor desde a hora que acorda, principalmente enquanto faz as tarefas domésticas e cuida do neto de 4 anos. Sente rigidez nas articulações ao acordar ou após muito tempo em repouso que duram em torno de 20 minutos. Relata que sente o sono não sendo reparador e tem a sensação de cabeça vazia. Ao exame físico, o joelho direito apresenta-se aumentado de tamanho e com crepitações, tornozelo direito com leve edema articular. Sem outras articulações com sinais de sinovite. Apresenta dor à palpação em vários pontos do corpo. Dentre as hipóteses diagnósticas de Irinete estão:","Artrite reumatoide, contudo, descarta-se pela idade e pelo acometimento apenas de grandes articulações.","Fibromialgia é a hipótese mais provável e explica os sintomas da paciente, sem necessidades de exames complementares.","Osteoartrite é uma hipótese diagnóstica importante a ser considerada, acometendo joelho e sobrecarregando tornozelo.",Hipotiroidismo como causa do distúrbio do sono que pode estar causando o sintoma de cabeça vazia e aumentando a sensibilidade à dor e edema articular.,,C,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 04:04:34 GMT+0000 (Coordinated Universal Time)
